,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Binary,Protocol,Service,Application,Webpage,Action,Activity
2873,2873,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,50028,18.221.18.229,00:0c:29:6d:3c:ad,00:0c:29,443,6,4,0,0,1712652950417,1712652955684,5267,21,7371,1712652950417,1712652955684,5267,11,1330,1712652950521,1712652955683,5162,10,6041,54,350.99999999999994,901.9356961557736,4021,60,120.90909090909092,153.47081451888795,571,54,604.0999999999999,1282.8471330079303,4021,0,263.35,1061.3250047885774,4769,0,526.6999999999999,1491.7259243350748,4769,0,573.5555555555555,1590.865732165282,4814,2,0,0,0,18,8,2,2,1,0,0,0,8,3,2,1,1,0,0,0,10,5,0,1,TLS,Web,0,6,collector-29673.us.tvsquared.com,579ccef312d18482fc42e2b822ca2430,303951d4c50efb2e991652225a6f02b1,,,Normal,TCP,https,TLS,collector-29673.us.tvsquared.com,"Open ""Zoom Linux"" link",Web
2874,2874,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,56346,99.86.91.117,00:0c:29:6d:3c:ad,00:0c:29,443,6,4,0,0,1712652950516,1712653141284,190768,45,13681,1712652950516,1712653141284,190768,23,2850,1712652950533,1712653141283,190750,22,10831,54,304.02222222222224,889.7219046852604,5766,60,123.91304347826087,129.41859956375467,571,54,492.3181818181818,1252.3505285343822,5766,0,4335.636363636364,14645.752247254126,58046,0,8671.272727272726,19995.61778462333,58046,0,9083.333333333332,20402.32672842324,58049,2,0,0,0,44,20,0,2,1,0,0,0,22,11,0,1,1,0,0,0,22,9,0,1,TLS,Web,0,6,csxd.contentsquare.net,579ccef312d18482fc42e2b822ca2430,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,TCP,https,TLS,csxd.contentsquare.net,"Open ""Zoom Linux"" link",Web
2875,2875,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,37784,18.244.28.119,00:0c:29:6d:3c:ad,00:0c:29,443,6,4,0,0,1712652951177,1712653085650,134473,94,54934,1712652951177,1712653085650,134473,48,6282,1712652951194,1712653085650,134456,46,48652,54,584.4042553191489,1580.2158986775544,10050,60,130.87499999999997,156.3831390214839,571,54,1057.6521739130433,2164.890802659482,10050,0,1445.94623655914,3457.887930909596,10240,0,2861.127659574468,4447.49273585946,10241,0,2987.911111111111,4609.737267322008,11216,2,0,0,0,93,31,0,2,1,0,0,0,47,10,0,1,1,0,0,0,46,21,0,1,TLS,Web,0,6,s.adroll.com,579ccef312d18482fc42e2b822ca2430,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,TCP,https,TLS,s.adroll.com,"Open ""Zoom Linux"" link",Web
2876,2876,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,42618,18.164.52.93,00:0c:29:6d:3c:ad,00:0c:29,443,6,4,0,0,1712652951178,1712653121881,170703,49,34583,1712652951178,1712653121881,170703,24,2577,1712652951198,1712653121874,170676,25,32006,54,705.7755102040816,1709.2616006298613,10050,60,107.375,114.85938946305647,571,54,1280.2400000000002,2264.6554793168875,10050,0,3556.3125000000005,13903.869839626926,58537,0,7421.869565217391,19570.461831556127,58537,0,7111.5,19207.28369089728,58582,2,0,0,0,48,24,0,2,1,0,0,0,23,9,0,1,1,0,0,0,25,15,0,1,TLS,Web,0,6,tag.demandbase.com,579ccef312d18482fc42e2b822ca2430,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,TCP,https,TLS,tag.demandbase.com,"Open ""Zoom Linux"" link",Web
2877,2877,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,34127,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712652951321,1712652951342,21,2,230,1712652951321,1712652951321,0,1,99,1712652951342,1712652951342,0,1,131,99,115.0,22.62741699796952,131,99,99.0,0.0,99,131,131.0,0.0,131,21,21.0,0.0,21,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,region1.google-analytics.com,,,,,Normal,UDP,domain,DNS.Google,region1.google-analytics.com,"Open ""Zoom Linux"" link",Network
2878,2878,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,42383,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712652951408,1712652951428,20,2,196,1712652951408,1712652951408,0,1,84,1712652951428,1712652951428,0,1,112,84,98.0,19.79898987322333,112,84,84.0,0.0,84,112,112.0,0.0,112,20,20.0,0.0,20,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,www.google.fr,,,,,Normal,UDP,domain,DNS.Google,www.google.fr,"Open ""Zoom Linux"" link",Network
2879,2879,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,57051,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712653348211,1712653348229,18,2,242,1712653348211,1712653348211,0,1,113,1712653348229,1712653348229,0,1,129,113,121.0,11.31370849898476,129,113,113.0,0.0,113,129,129.0,0.0,129,18,18.0,0.0,18,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Azure,Network,0,6,onedscolprdeus21.eastus.cloudapp.azure.com,,,,,Normal,UDP,domain,DNS.Azure,onedscolprdeus21.eastus.cloudapp.azure.com,"Click on ""Share"" dropdown",Network
2880,2880,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,35411,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712652951455,1712652951475,20,2,308,1712652951455,1712652951455,0,1,91,1712652951475,1712652951475,0,1,217,91,154.0,89.09545442950498,217,91,91.0,0.0,91,217,217.0,0.0,217,20,20.0,0.0,20,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,s.company-target.com,,,,,Normal,UDP,domain,DNS,s.company-target.com,"Open ""Zoom Linux"" link",Network
2881,2881,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,60567,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712653349848,1712653349868,20,2,382,1712653349848,1712653349848,0,1,105,1712653349868,1712653349868,0,1,277,105,191.0,121.62236636408618,277,105,105.0,0.0,105,277,277.0,0.0,277,20,20.0,0.0,20,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Microsoft365,Network,0,6,euc-powerpoint.officeapps.live.com,,,,,Normal,UDP,domain,DNS.Microsoft365,euc-powerpoint.officeapps.live.com,"Click on ""Share"" dropdown",Network
2882,2882,0,192.168.3.10,00:0c:29:50:75:05,00:0c:29,39176,8.8.8.8,00:0c:29:6d:3c:ad,00:0c:29,53,17,4,0,0,1712652951599,1712652951619,20,2,180,1712652951599,1712652951599,0,1,82,1712652951619,1712652951619,0,1,98,82,90.0,11.31370849898476,98,82,82.0,0.0,82,98,98.0,0.0,98,20,20.0,0.0,20,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,zoom.sjv.io,,,,,Normal,UDP,domain,DNS,zoom.sjv.io,"Open ""Zoom Linux"" link",Network
